name,tags
Farming Simulator 17,"Farming Sim,Simulation,Automobile Sim,Multiplayer,Agriculture,Open World,Realistic,Economy,Driving,Moddable,Singleplayer,Management,First-Person,Co-op,Online Co-Op,Family Friendly,Third Person,Sandbox,Strategy,Great Soundtrack,+"
Tannenberg,"Gore,Team-Based,World War I,Shooter,Horror,PvP,Realistic,FPS,Action,First-Person,Historical,Multiplayer,3D,Wargame,War,Atmospheric,Indie,Simulation,Military,Strategy,+"
Potionomics,"Deckbuilding,Dating Sim,Capitalism,Simulation,Fantasy,Indie,RPG,Female Protagonist,Crafting,Resource Management,Card Game,Strategy,Romance,Management,Time Management,Life Sim,Wholesome,Singleplayer,LGBTQ+,Anime,+"
Children of Morta: Paws and Claws,"Adventure,RPG,Indie,Action,+"
Phantom Brigade,"Strategy,Mechs,Turn-Based Tactics,Turn-Based,Turn-Based Strategy,Turn-Based Combat,Tactical,Military,Action,RPG,Moddable,Procedural Generation,Sci-fi,Space,Management,Robots,Singleplayer,Futuristic,Inventory Management,Indie,+"
Deceit - Werewolf Pack,"Action,Free to Play,Indie,Multiplayer,Violent,Gore,Horror,FPS,Social Deduction,Survival Horror,+"
FPS Monitor – hardware in-game & desktop overlays,"Utilities,Web Publishing,Video Production,Game Development,Software,+"
Baba Is You,"Puzzle,Indie,Difficult,Singleplayer,Pixel Graphics,Logic,Cute,Programming,2D,Sokoban,Great Soundtrack,Minimalist,Casual,Level Editor,Top-Down,Retro,Atmospheric,Strategy,Funny,Surreal,+"
Hunt: Showdown - Through the Bone Briar,"Action,Gore,Violent,Horror,Perma Death,Shooter,FPS,First-Person,Multiplayer,Survival Horror,Team-Based,Survival,+"
Jagged Alliance 2 - Wildfire,"Strategy,RPG,Turn-Based Tactics,Turn-Based Strategy,Turn-Based,Tactical,Singleplayer,Isometric,Tactical RPG,Classic,Action,+"
Realm Grinder,"Free to Play,Clicker,Strategy,Pixel Graphics,City Builder,Singleplayer,RPG,Idler,Casual,2D,Building,Resource Management,Multiplayer,Indie,Simulation,Addictive,Fantasy,Base Building,Point & Click,Open World,+"
Warhammer: Vermintide 2 - Forgotten Relics Pack,"Action,Indie,Gore,Violent,+"
Trine Enchanted Edition,"Puzzle Platformer,Beautiful,Fantasy,Platformer,Physics,Action,Local Co-Op,Adventure,Puzzle,Great Soundtrack,Indie,Co-op,Online Co-Op,Singleplayer,Multiplayer,Atmospheric,Casual,Local Multiplayer,2D,Female Protagonist,+"
Stormworks: Industrial Frontier,"Simulation,Sandbox,Open World,+"
Deep Rock Galactic - Dark Future Pack,"Action,Indie,+"
Rhythm Doctor,"Rhythm,Music,Indie,Pixel Graphics,Great Soundtrack,Difficult,Level Editor,Early Access,Story Rich,Action,Singleplayer,2D,Local Co-Op,Adventure,Local Multiplayer,Psychological Horror,+"
Grim Dawn - Crucible Mode DLC,"RPG,Action,Adventure,Indie,Hack and Slash,Loot,Dark Fantasy,+"
Creepy Tale 3: Ingrid Penance,"Dark,Singleplayer,Horror,Narration,Escape Room,Puzzle,Drama,Mystery,Point & Click,Supernatural,Atmospheric,Psychological Horror,Adventure,Story Rich,Hand-drawn,Indie,RPG,2D,Side Scroller,Puzzle Platformer,+"
Gloomhaven,"Dark Fantasy,Turn-Based Combat,Card Game,Turn-Based Strategy,Unforgiving,Tactical RPG,Class-Based,Strategy,Difficult,Co-op Campaign,3D,Deckbuilding,RPG,Tactical,Turn-Based Tactics,Turn-Based,Singleplayer,Party-Based RPG,Dungeon Crawler,Board Game,+"
Tainted Grail: The Fall of Avalon,"Early Access,RPG,Open World,Dark Fantasy,Character Customization,First-Person,Exploration,Action RPG,Immersive Sim,Choices Matter,Nonlinear,FPS,Narrative,Multiple Endings,Singleplayer,Action,Immersive,Story Rich,Lore-Rich,Combat,+"
SharpShooter3D,"Action,FPS,Shooter,First-Person,3D,1990's,Dystopian,Crime,Dark,Old School,Political,Retro,Combat,Story Rich,Nonlinear,Female Protagonist,6DOF,Singleplayer,Gore,Violent,+"
Cities: Skylines - Airports,"Simulation,Strategy,City Builder,Management,+"
ARK: Scorched Earth - Expansion Pack,"Survival,Adventure,Open World,Dinosaurs,Massively Multiplayer,Action,Dragons,Crafting,Multiplayer,RPG,Base Building,First-Person,Building,Indie,Action-Adventure,Singleplayer,Strategy,Sandbox,FPS,Survival Horror,+"
Expansion - Hearts of Iron IV: Waking the Tiger,"Strategy,Simulation,World War II,Grand Strategy,Alternate History,Singleplayer,Multiplayer,War,+"
Half-Life 2: Episode Two,"FPS,Action,Sci-fi,Singleplayer,Shooter,Story Rich,First-Person,Classic,Adventure,Aliens,Atmospheric,Zombies,Silent Protagonist,Dystopian,Great Soundtrack,Post-apocalyptic,Episodic,Puzzle,Horror,Multiplayer,+"
Trine 2: Complete Story,"Puzzle Platformer,Platformer,Adventure,Action,Beautiful,2D Platformer,Puzzle,Co-op,Fantasy,Indie,Online Co-Op,Local Co-Op,Multiplayer,Physics,Great Soundtrack,Singleplayer,Atmospheric,2D,RPG,Casual,+"
Star Renegades,"Roguelike,Pixel Graphics,Turn-Based,Singleplayer,Roguelite,JRPG,Tactical RPG,Mechs,RPG,Strategy RPG,Indie,Conversation,2.5D,Turn-Based Combat,Procedural Generation,Sci-fi,Futuristic,Strategy,Retro,Tactical,+"
Legion TD 2 - Desert Ridge Campaign,"Strategy,Indie,Casual,Online Co-Op,Multiplayer,Competitive,Replay Value,Auto Battler,+"
ONE PIECE World Seeker Extra Episode 1: Void Mirror Prototype,"Action,Adventure,+"
Cookie Clicker,"Clicker,Idler,Casual,Indie,Pixel Graphics,Management,Collectathon,Economy,Funny,Memes,Strategy,Building,2D,Resource Management,Comedy,Simulation,Colorful,Touch-Friendly,Horror,Singleplayer,+"
Naval Action - Santa Ana,"Strategy,Action,Adventure,Free to Play,RPG,Massively Multiplayer,Indie,Simulation,+"
CrossCode,"Action RPG,Pixel Graphics,RPG,Female Protagonist,Puzzle,Singleplayer,Great Soundtrack,2D,Indie,Story Rich,Adventure,Action,Retro,Anime,Sci-fi,JRPG,Action-Adventure,Difficult,Cyberpunk,Open World,+"
Surviving Mars,"Colony Sim,City Builder,Strategy,Survival,Space,Base Building,Mars,Simulation,Sci-fi,Resource Management,Singleplayer,Building,Management,Sandbox,Space Sim,Futuristic,Open World,RTS,Great Soundtrack,Moddable,+"
Hunt: Showdown - The Prescient Night,"Action,Gore,Violent,Multiplayer,First-Person,Perma Death,Tactical,Team-Based,Battle Royale,Hunting,America,Great Soundtrack,Horror,Survival Horror,Combat,Atmospheric,Psychological Horror,Lore-Rich,Character Customization,Beautiful,+"
Rebel Inc: Escalation - Dollars & Disasters,"Strategy,Indie,Casual,Simulation,+"
Father's Day,"Indie,Simulation,Psychological Horror,Walking Simulator,Thriller,3D Platformer,Exploration,3D,Cinematic,First-Person,Realistic,Atmospheric,Dark,Psychological,Retro,Mystery,Horror,Story Rich,Linear,Singleplayer,+"
60 Parsecs!,"Point & Click,2D,Adventure,Strategy,Survival,Post-apocalyptic,Singleplayer,RPG,Dark Comedy,Indie,Colorful,Casual,Simulation,Atmospheric,Stylized,Cold War,Story Rich,Multiple Endings,Space,Resource Management,+"
Chef Life: A Restaurant Simulator,"Simulation,Immersive Sim,Casual,Cooking,Singleplayer,Relaxing,Management,Family Friendly,Life Sim,Colorful,Cartoony,Stylized,Resource Management,Inventory Management,Replay Value,Quick-Time Events,Controller,Character Customization,Choices Matter,Crafting,+"
Walking Zombie 2,"FPS,Open World Survival Craft,Zombies,Open World,Shooter,Survival,Sandbox,Post-apocalyptic,First-Person,Multiplayer,Action RPG,RPG,Dark Humor,Story Rich,Gun Customization,Action,Pixel Graphics,Stylized,Crafting,Adventure,+"
Call of Cthulhu®,"Lovecraftian,Horror,Psychological Horror,Adventure,Atmospheric,Detective,Story Rich,Singleplayer,First-Person,Mystery,RPG,Narration,Walking Simulator,Dark,Choices Matter,Survival Horror,Stealth,Gore,FPS,Multiplayer,+"
SUPERHOT,"Action,FPS,Bullet Time,Time Manipulation,Indie,Singleplayer,First-Person,Shooter,Puzzle,Minimalist,Short,Difficult,Cyberpunk,Kickstarter,Fast-Paced,Violent,Sci-fi,Casual,Adventure,Gore,+"
Gravity Circuit,"Action,Indie,Platformer,2D,Pixel Graphics,Singleplayer,Robots,Controller,2D Platformer,Fast-Paced,Retro,Side Scroller,Metroidvania,Beat 'em up,Great Soundtrack,Superhero,Sci-fi,Soundtrack,Level Editor,+"
Motorcycle Mechanic Simulator 2021,"Simulation,Racing,Indie,Motorbike,Casual,Management,Sandbox,Building,Driving,Bikes,First-Person,Singleplayer,Crafting,Education,Realistic,Economy,Destruction,Strategy,Memes,3D,+"
Granny Simulator,"Multiplayer,Funny,Simulation,Casual,Violent,Indie,Comedy,Early Access,Horror,Co-op,Memes,Gore,Local Multiplayer,Nudity,Singleplayer,+"
Project Hospital - Hospital Services,"Strategy,Indie,Simulation,Sandbox,Management,+"
No One Survived,"Early Access,Survival,Open World,Survival Horror,Zombies,Multiplayer,Exploration,Post-apocalyptic,Crafting,Third Person,Singleplayer,Adventure,3D,Co-op,Building,Online Co-Op,Sandbox,First-Person,RPG,Gore,+"
MORDHAU - Continental Voice Pack,"Action,Indie,Gore,Violent,+"
War Thunder - M1 KVT Pack,"Action,Free to Play,Massively Multiplayer,Simulation,+"
Five Nights at Freddy's 2,"Horror,Singleplayer,Survival Horror,Robots,Psychological Horror,Difficult,First-Person,Dark,Indie,Survival,Point & Click,Strategy,Atmospheric,Story Rich,Mystery,Fast-Paced,Resource Management,Jump Scare,Historical,Perma Death,+"
Fruit Ninja VR 2,"Simulation,Singleplayer,Music,Rhythm,Action,First-Person,VR,Physics,Swordplay,Casual,Sandbox,Family Friendly,Arcade,Multiplayer,Hack and Slash,Exploration,Cartoony,3D,Colorful,Immersive Sim,+"
"Warhammer 40,000: Gladius - Escalation Pack","Strategy,+"
Timeflow – Life Sim,"Time Management,Life Sim,Education,Sandbox,RPG,Turn-Based Strategy,Character Customization,Strategy,2D,Isometric,Text-Based,Choices Matter,Resource Management,Capitalism,Economy,Indie,Tabletop,Board Game,Simulation,Early Access,+"
A Plague Tale: Requiem - Protector Pack DLC,"Action,Adventure,RPG,Gore,Violent,+"
Arma 3 Helicopters,"Simulation,Action,Strategy,Tactical,Military,Flight,Shooter,Singleplayer,Multiplayer,+"
Car Mechanic Simulator 2018,"Simulation,Automobile Sim,Driving,Building,Realistic,Racing,Singleplayer,Multiplayer,First-Person,Sandbox,Education,Crafting,Moddable,Open World,Physics,Management,Great Soundtrack,Strategy,Memes,Co-op,+"
Warhammer: Vermintide 2 - Shadows Over Bögenhafen,"Violent,Gore,Co-op,Hack and Slash,First-Person,Online Co-Op,Dark Fantasy,Multiplayer,Action,FPS,Atmospheric,PvE,Games Workshop,Team-Based,Replay Value,Indie,Action RPG,Tactical,Moddable,Fantasy,+"
"Warhammer 40,000: Boltgun","FPS,Action,Warhammer 40K,Shooter,Pixel Graphics,Retro,Old School,First-Person,Gore,Arcade,1990's,Violent,Demons,Sci-fi,Singleplayer,Fantasy,Indie,Arena Shooter,Games Workshop,+"
DRAMAtical Murder,"LGBTQ+,Visual Novel,Romance,Sexual Content,Anime,Mature,Cyberpunk,Choices Matter,Multiple Endings,Story Rich,2D,Nudity,Drama,Dark,Gore,Adventure,Singleplayer,Violent,NSFW,Psychological Horror,+"
For The King: Lost Civilization Adventure Pack,"Adventure,RPG,Indie,Strategy,Turn-Based,Tabletop,Board Game,Party-Based RPG,Roguelike,Multiplayer,Strategy RPG,+"
Border Officer,"Simulation,Action,Indie,Adventure,Automobile Sim,Open World,Singleplayer,Survival,Driving,Political,Early Access,Dystopian,Multiple Endings,Strategy,Multiplayer,Sexual Content,+"
HROT,"Retro,FPS,Shooter,Action,First-Person,Indie,Singleplayer,Old School,Gore,Violent,Dark,Atmospheric,Alternate History,Horror,1980s,Horses,Blood,Vehicular Combat,Driving,Psychological Horror,+"
Beasts of Bermuda - Original Soundtrack,"Massively Multiplayer,Simulation,Open World,Dinosaurs,Instrumental Music,Adventure,Music,Survival,Indie,+"
My Lands: Black Gem Hunting,"Strategy,Free to Play,RTS,Massively Multiplayer,Multiplayer,Indie,Casual,Adventure,MMORPG,Singleplayer,RPG,Co-op,2D,+"
Warhammer: Vermintide 2 - Outcast Engineer Cosmetic Upgrade,"Action,Indie,Gore,Violent,+"
War Mongrels,"Real Time Tactics,Stealth,Strategy,Co-op Campaign,Action,Atmospheric,Isometric,World War II,Tactical,Story Rich,Co-op,Online Co-Op,Historical,Realistic,Singleplayer,Dark,Top-Down,Twin Stick Shooter,Action RTS,Action-Adventure,+"
Abnormal Status ~Tattoo / Prohibited Books / Parasites~,"Sexual Content,Mystery Dungeon,Nudity,NSFW,JRPG,Female Protagonist,Cute,Story Rich,Third Person,Dungeon Crawler,Turn-Based Combat,Text-Based,2D Platformer,Choices Matter,Adventure,Anime,Fantasy,RPG,Drama,Singleplayer,+"
The Pathless,"Adventure,Archery,Exploration,Story Rich,Singleplayer,Female Protagonist,Music,Family Friendly,Atmospheric,3D Platformer,Action,Open World,Nature,Stylized,Fantasy,Action-Adventure,3D,Third Person,Soundtrack,Indie,+"
Zero Hour,"Tactical,Shooter,FPS,Realistic,Multiplayer,Action,First-Person,Online Co-Op,Military,PvP,Team-Based,Strategy,Immersive Sim,Simulation,Stealth,3D,Combat,PvE,Violent,Early Access,+"
Apex Point,"Racing,Simulation,Automobile Sim,Open World,Realistic,Multiplayer,First-Person,3D,Third Person,Singleplayer,Early Access,Indie,Driving,Choose Your Own Adventure,Exploration,PvP,+"
Phoenix Point,"Tactical,Turn-Based Strategy,Grand Strategy,RPG,Procedural Generation,Third-Person Shooter,Strategy,Perma Death,PvE,Aliens,Character Customization,Post-apocalyptic,Third Person,First-Person,Horror,Isometric,Tutorial,Tactical RPG,Transhumanism,3D,+"
The Last Haven,"Strategy,Base Building,Indie,Post-apocalyptic,Simulation,Survival,City Builder,Resource Management,Building,RTS,Open World,Crafting,Management,Singleplayer,Difficult,Colony Sim,Exploration,Atmospheric,Choices Matter,Real-Time with Pause,+"
FPV LOGIC,"Racing,Flight,Simulation,Sports,Physics,3D,First-Person,Third Person,Early Access,Indie,Realistic,Singleplayer,+"
Northgard - Cross of Vidar Expansion Pack,"Strategy,Simulation,Indie,+"
Valakas Story,"Action,Adventure,Casual,Violent,Atmospheric,Gore,Horror,Comedy,Difficult,Memes,Story Rich,Souls-like,Indie,Sexual Content,+"
STAR WARS™: The Old Republic™,"Free to Play,Multiplayer,MMORPG,Character Customization,Open World,RPG,Story Rich,Massively Multiplayer,Choices Matter,Sci-fi,Adventure,Space,Action,Third Person,PvP,Atmospheric,Action RPG,Party-Based RPG,Great Soundtrack,CRPG,+"
Skater XL - The Ultimate Skateboarding Game,"Skateboarding,Skating,Sports,Sandbox,Moddable,Mod,Simulation,Physics,Controller,Action,Singleplayer,Realistic,Adventure,Open World,Character Customization,Multiplayer,Snowboarding,Soundtrack,Indie,Early Access,+"
Scythe: Digital Edition,"Board Game,Strategy,Turn-Based,4X,Multiplayer,Alternate History,Tabletop,Mechs,Hex Grid,Turn-Based Strategy,Sci-fi,Steampunk,World War I,Historical,Singleplayer,Character Customization,Beautiful,Hand-drawn,Tactical,PvP,+"
Hunt: Showdown - La Luz Mala,"Action,Violent,Gore,+"
Craft The World,"Sandbox,Crafting,Colony Sim,Building,Survival,Strategy,Indie,Simulation,Multiplayer,2D,RPG,City Builder,Open World,Singleplayer,Resource Management,Fantasy,Adventure,God Game,Tower Defense,Side Scroller,+"
Age of Wonders 4: Dragon Dawn,"Strategy,4X,Fantasy,Turn-Based Strategy,Colorful,Turn-Based Tactics,+"
"Warhammer 40,000: Inquisitor - Martyr","Warhammer 40K,Action RPG,RPG,Hack and Slash,Action,Loot,Adventure,Co-op,Indie,Games Workshop,Violent,Online Co-Op,Isometric,Multiplayer,Gore,Sci-fi,Singleplayer,Open World,Futuristic,Aliens,+"
"Warhammer 40,000: Battlesector - Orks","Strategy,Violent,+"
OneShot,"Story Rich,Pixel Graphics,Great Soundtrack,Indie,Cute,Atmospheric,Puzzle,Singleplayer,Choices Matter,Adventure,Multiple Endings,RPGMaker,2D,Surreal,RPG,Exploration,Replay Value,Casual,Psychological Horror,Anime,+"
We Were Here Forever,"Escape Room,Puzzle,Online Co-Op,3D,Fantasy,Mystery,Co-op,Exploration,Multiplayer,Adventure,Co-op Campaign,Detective,Atmospheric,Story Rich,Action-Adventure,Dark,Psychological Horror,Casual,First-Person,Linear,+"
Blade of Darkness,"Violent,Difficult,Dark Fantasy,Souls-like,Action,Combat,RPG,Gore,Dark,Atmospheric,Third Person,Action RPG,Action-Adventure,Hack and Slash,Fantasy,Lore-Rich,Moddable,Singleplayer,Narration,Replay Value,+"
Crossout — Biter Starter Pack,"Free to Play,Massively Multiplayer,Action,Racing,+"
G.O.P.O.T.A,"Life Sim,First-Person,Dark Humor,Funny,Memes,Indie,Casual,Walking Simulator,Satire,Simulation,Choose Your Own Adventure,Exploration,3D,Realistic,Survival,Psychological,Relaxing,Perma Death,Singleplayer,Adventure,+"
War Thunder - German Beginner's Pack,"Action,Free to Play,Massively Multiplayer,Simulation,+"
Castle Crashers®,"2D,Online Co-Op,Funny,Beat 'em up,Hack and Slash,Co-op,Adventure,4 Player Local,Local Co-Op,Multiplayer,Local Multiplayer,Action,Singleplayer,Medieval,Cartoony,Cute,Comedy,RPG,Arcade,Casual,+"
Hundred Days - Winemaking Simulator,"Strategy,Colorful,Atmospheric,Singleplayer,Agriculture,Farming Sim,Simulation,Relaxing,Management,Nature,Time Management,Resource Management,Economy,Capitalism,Trading,Choices Matter,Card Game,Puzzle,Building,Story Rich,+"
Comedy Night,"Casual,Comedy,Experimental,Funny,Dark Humor,Dark Comedy,Immersive Sim,PvP,Cute,RPG,Life Sim,Character Customization,Third Person,Memes,Conversation,Atmospheric,Co-op,Simulation,Online Co-Op,Multiplayer,+"
Warhammer: Vermintide 2 - Sister of the Thorn Cosmetic Upgrade,"Action,Indie,Gore,Violent,+"
Rogue Legacy 2,"Arcade,Metroidvania,Platformer,Action,Indie,Adventure,Roguelite,RPG,Difficult,Singleplayer,2D,Side Scroller,Procedural Generation,Roguelike,Cartoony,Early Access,Souls-like,2D Platformer,Pixel Graphics,Multiplayer,+"
Reus,"God Game,Strategy,Indie,Simulation,Singleplayer,Sandbox,Casual,2D,Puzzle,Resource Management,Replay Value,Fantasy,Relaxing,Addictive,Nature,Family Friendly,Management,Great Soundtrack,Funny,Adventure,+"
RoboCo,"Early Access,Building,Sandbox,Physics,Robots,Simulation,Indie,Education,Funny,Singleplayer,Arcade,Casual,Strategy,3D,Third Person,Cute,VR,Action,Puzzle,Cartoony,+"
American Truck Simulator - Wyoming,"Simulation,Indie,Driving,Open World,+"
Stars End,"Open World,Open World Survival Craft,Space,Exploration,Sci-fi,Survival,Sandbox,Crafting,Singleplayer,Multiplayer,First-Person,Third Person,Third-Person Shooter,FPS,Space Sim,Real Time Tactics,PvP,PvE,Simulation,Character Customization,+"
MAD WAY,"Casual,Singleplayer,Open World,Arcade,Simulation,Platformer,Adventure,Puzzle Platformer,Physics,Action-Adventure,3D,Third Person,Indie,Relaxing,Score Attack,Emotional,+"
"Hot Dogs, Horseshoes & Hand Grenades","Sandbox,Physics,FPS,VR,Shooter,Simulation,First-Person,Gun Customization,Funny,Moddable,Realistic,Action,Comedy,Destruction,Atmospheric,Memes,America,Singleplayer,Early Access,Indie,+"
Oxygen Not Included - Spaced Out!,"Simulation,Indie,Colony Sim,Base Building,Space,2D,Management,+"
Battle Brothers - Beasts & Exploration,"Indie,Strategy,RPG,+"
Expansion - Hearts of Iron IV: Death or Dishonor,"Strategy,Simulation,World War II,Grand Strategy,Alternate History,+"
Warhammer: Vermintide 2 - Warrior Priest Cosmetic Upgrade,"Action,Indie,Violent,Gore,+"
RWBY: Grimm Eclipse,"Action,Hack and Slash,Anime,Female Protagonist,Co-op,Multiplayer,Adventure,Great Soundtrack,Online Co-Op,Indie,Beat 'em up,Third Person,Fighting,Early Access,Spectacle fighter,Cute,Action RPG,Fantasy,Team-Based,Singleplayer,+"
Rivals of Aether,"Fighting,2D Fighter,Multiplayer,Pixel Graphics,Indie,Local Multiplayer,Competitive,2D,Platformer,Great Soundtrack,4 Player Local,Games Workshop,Action,Moddable,Controller,Arcade,Beat 'em up,Singleplayer,Retro,GameMaker,+"
Warhammer: Vermintide 2 - Grail Knight Cosmetic Upgrade,"Action,Indie,Gore,Violent,+"
Super Mecha Champions,"Free to Play,Anime,Mechs,Battle Royale,Action,Multiplayer,Third-Person Shooter,PvP,MOBA,FPS,Massively Multiplayer,Robots,Sexual Content,Character Customization,Adventure,Open World,Co-op,MMORPG,Shooter,Controller,+"
Nexomon: Extinction,"Creature Collector,Turn-Based Combat,RPG,Casual,Top-Down,Funny,Singleplayer,Colorful,Adventure,Family Friendly,Simulation,Indie,Action,Exploration,Anime,Arcade,Cute,Story Rich,Comedy,JRPG,+"
